SVC,linear,1.0,None,0.99648,0.015,0.0008
SVC,linear,2.0,None,0.99648,0.0114,0.0007
SVC,linear,16.0,None,0.99648,0.011,0.0007
SVC,linear,64.0,None,0.99648,0.011,0.0007
SVC,linear,256.0,None,0.99648,0.0121,0.0007
SVC,linear,512.0,None,0.99648,0.009,0.0007
SVC,poly,1.0,None,1.0,0.0059,0.0007
SVC,poly,2.0,None,1.0,0.0055,0.0007
SVC,poly,16.0,None,1.0,0.0054,0.0008
SVC,poly,64.0,None,1.0,0.0054,0.0008
SVC,poly,256.0,None,1.0,0.0053,0.0008
SVC,poly,512.0,None,1.0,0.0053,0.0007
SVC,rbf,1.0,None,1.0,0.0057,0.0017
SVC,rbf,2.0,None,1.0,0.0054,0.0015
SVC,rbf,16.0,None,1.0,0.0051,0.0013
SVC,rbf,64.0,None,1.0,0.0054,0.0013
SVC,rbf,256.0,None,1.0,0.0052,0.0013
SVC,rbf,512.0,None,1.0,0.0056,0.0013
SVC,linear,1.0,None,0.99648,0.0165,0.0008
SVC,linear,2.0,None,0.99648,0.0161,0.0007
SVC,linear,16.0,None,0.99648,0.0162,0.0007
SVC,linear,64.0,None,0.99648,0.016,0.0007
SVC,linear,256.0,None,0.99648,0.0073,0.0007
SVC,linear,512.0,None,0.99648,0.0071,0.0007
SVC,poly,1.0,None,1.0,0.0064,0.0007
SVC,poly,2.0,None,1.0,0.0057,0.0007
SVC,poly,16.0,None,1.0,0.0057,0.0007
SVC,poly,64.0,None,1.0,0.0056,0.0007
SVC,poly,256.0,None,1.0,0.0054,0.0007
SVC,poly,512.0,None,1.0,0.0057,0.0007
SVC,rbf,1.0,None,1.0,0.0055,0.0016
SVC,rbf,2.0,None,1.0,0.005,0.0014
SVC,rbf,16.0,None,1.0,0.0049,0.0012
SVC,rbf,64.0,None,1.0,0.0049,0.0012
SVC,rbf,256.0,None,1.0,0.0049,0.0012
SVC,rbf,512.0,None,1.0,0.0049,0.0012
SVC,linear,1.0,None,1.0,0.0165,0.001
SVC,linear,2.0,None,1.0,0.0168,0.0008
SVC,linear,16.0,None,1.0,0.0166,0.0009
SVC,linear,64.0,None,1.0,0.0165,0.0007
SVC,linear,256.0,None,1.0,0.0139,0.0007
SVC,linear,512.0,None,1.0,0.0072,0.0007
SVC,poly,1.0,None,1.0,0.0063,0.0007
SVC,poly,2.0,None,1.0,0.0059,0.0008
SVC,poly,16.0,None,1.0,0.0057,0.0008
SVC,poly,64.0,None,1.0,0.006,0.0007
SVC,poly,256.0,None,1.0,0.0059,0.0007
SVC,poly,512.0,None,1.0,0.0057,0.0008
SVC,rbf,1.0,None,0.99648,0.0058,0.0019
SVC,rbf,2.0,None,0.99648,0.0055,0.0016
SVC,rbf,16.0,None,1.0,0.005,0.0013
SVC,rbf,64.0,None,1.0,0.0054,0.0013
SVC,rbf,256.0,None,1.0,0.0052,0.0013
SVC,rbf,512.0,None,1.0,0.006,0.0013
SVC,linear,1.0,None,0.99648,0.0155,0.0008
SVC,linear,2.0,None,0.99648,0.0154,0.0008
SVC,linear,16.0,None,0.99648,0.0154,0.0009
SVC,linear,64.0,None,0.99648,0.0154,0.0007
SVC,linear,256.0,None,0.99648,0.0188,0.0007
SVC,linear,512.0,None,0.99648,0.0072,0.0007
SVC,poly,1.0,None,0.99648,0.0057,0.0008
SVC,poly,2.0,None,0.99648,0.0056,0.0007
SVC,poly,16.0,None,0.99648,0.0058,0.0007
SVC,poly,64.0,None,0.99648,0.0057,0.0007
SVC,poly,256.0,None,0.99648,0.0057,0.0007
SVC,poly,512.0,None,0.99648,0.0058,0.0007
SVC,rbf,1.0,None,0.99648,0.0055,0.0017
SVC,rbf,2.0,None,0.99648,0.0052,0.0015
SVC,rbf,16.0,None,1.0,0.005,0.0012
SVC,rbf,64.0,None,1.0,0.005,0.0012
SVC,rbf,256.0,None,1.0,0.0048,0.0013
SVC,rbf,512.0,None,1.0,0.0048,0.0012
SVC,linear,1.0,None,1.0,0.0151,0.0008
SVC,linear,2.0,None,1.0,0.0151,0.0007
SVC,linear,16.0,None,1.0,0.0151,0.0007
SVC,linear,64.0,None,1.0,0.0152,0.0007
SVC,linear,256.0,None,1.0,0.0151,0.0007
SVC,linear,512.0,None,1.0,0.0085,0.0007
SVC,poly,1.0,None,1.0,0.0053,0.0007
SVC,poly,2.0,None,1.0,0.0053,0.0007
SVC,poly,16.0,None,1.0,0.0051,0.0009
SVC,poly,64.0,None,1.0,0.0052,0.0008
SVC,poly,256.0,None,1.0,0.0054,0.0007
SVC,poly,512.0,None,1.0,0.0052,0.0007
SVC,rbf,1.0,None,0.99648,0.0056,0.0017
SVC,rbf,2.0,None,0.99648,0.0048,0.0014
SVC,rbf,16.0,None,1.0,0.0053,0.0013
SVC,rbf,64.0,None,1.0,0.0052,0.0013
SVC,rbf,256.0,None,1.0,0.0054,0.0013
SVC,rbf,512.0,None,1.0,0.0052,0.0013
